lemma,lemma_normalized,pos,gloss,example,example_english,source_url,source_name,flags
salaming,salaming,noun,present participle and gerund of salam,,,https://en.wiktionary.org/wiki/salaming,wiktionary,
salapi,salapi,noun,money,,,https://en.wiktionary.org/wiki/salapi,wiktionary,
salbabida,salbabida,noun,life preserver; life jacket,,,https://en.wiktionary.org/wiki/salbabida,wiktionary,
salsalon,salsalon,noun,iron,,,https://en.wiktionary.org/wiki/salsalon,wiktionary,
salug,salug,noun,floor,,,https://en.wiktionary.org/wiki/salug,wiktionary,
samad,samad,noun,cut,,,https://en.wiktionary.org/wiki/samad,wiktionary,
sambag,sambag,noun,tamarind (Tamarindus indica),,,https://en.wiktionary.org/wiki/sambag,wiktionary,
samong,samong,noun,a species of top snail (Trochus niloticus),,,https://en.wiktionary.org/wiki/samong,wiktionary,
sampal,sampal,noun,slap on the face,,,https://en.wiktionary.org/wiki/sampal,wiktionary,
sansaw,sansaw,noun,grass jelly,,,https://en.wiktionary.org/wiki/sansaw,wiktionary,
sanga,sanga,noun,"(Australia, colloquial) Sandwich.",,,https://en.wiktionary.org/wiki/sanga,wiktionary,
sapatos,sapatos,noun,shoe,,,https://en.wiktionary.org/wiki/sapatos,wiktionary,
semana,semana,noun,week,,,https://en.wiktionary.org/wiki/semana,wiktionary,
sentimyento,sentimyento,noun,alternative form of sentimiyento,,,https://en.wiktionary.org/wiki/sentimyento,wiktionary,
seremonya,seremonya,noun,ceremony,,,https://en.wiktionary.org/wiki/seremonya,wiktionary,
serip,serip,noun,sheriff,,,https://en.wiktionary.org/wiki/serip,wiktionary,
sibat,sibat,noun,to run away,,,https://en.wiktionary.org/wiki/sibat,wiktionary,
sibuyas,sibuyas,noun,onion,,,https://en.wiktionary.org/wiki/sibuyas,wiktionary,
sid-o,sid-o,noun,hiccup,,,https://en.wiktionary.org/wiki/sid-o,wiktionary,
sidlangan,sidlangan,noun,east,,,https://en.wiktionary.org/wiki/sidlangan,wiktionary,
sidra,sidra,noun,cider,,,https://en.wiktionary.org/wiki/sidra,wiktionary,
sielo,sielo,noun,"heaven, firmament, sky",,,https://en.wiktionary.org/wiki/sielo,wiktionary,
sikdo,sikdo,noun,hiccup,,,https://en.wiktionary.org/wiki/sikdo,wiktionary,
siko,siko,noun,elbow,,,https://en.wiktionary.org/wiki/siko,wiktionary,
sinelas,sinelas,noun,alternative form of tsinelas,,,https://en.wiktionary.org/wiki/sinelas,wiktionary,
sip-on,sip-on,noun,"(Partido, Sorsogon) alternative form of sìpon (“common cold”)",,,https://en.wiktionary.org/wiki/sip-on,wiktionary,
sip-onon,sip-onon,noun,sniveler; sniffler,,,https://en.wiktionary.org/wiki/sip-onon,wiktionary,
sirip,sirip,noun,sheriff,,,https://en.wiktionary.org/wiki/sirip,wiktionary,
siya,siya,noun,alternative form of siella,,,https://en.wiktionary.org/wiki/siya,wiktionary,
sobre,sobre,noun,envelope,,,https://en.wiktionary.org/wiki/sobre,wiktionary,
sokla,sokla,noun,silk,,,https://en.wiktionary.org/wiki/sokla,wiktionary,
soldado,soldado,noun,"A soldier, in Spanish-speaking contexts.",,,https://en.wiktionary.org/wiki/soldado,wiktionary,
suba,suba,noun,(kasar) already,,,https://en.wiktionary.org/wiki/suba,wiktionary,
subay,subay,noun,"bachelor, bachelorette; unmarried person. (mostly of men) Bütün subaylara qismət olsun.May [this] be the destiny for all bachelors. [usage 1]",,,https://en.wiktionary.org/wiki/subay,wiktionary,
sulod,sulod,noun,inside,,,https://en.wiktionary.org/wiki/sulod,wiktionary,
sulog,sulog,noun,rooster (young),,,https://en.wiktionary.org/wiki/sulog,wiktionary,
sulud,sulud,noun,nominative plural of sulg,,,https://en.wiktionary.org/wiki/sulud,wiktionary,
sumalayhaw,sumalayhaw,noun,cockerel; young cock,,,https://en.wiktionary.org/wiki/sumalayhaw,wiktionary,
sun-adan,sun-adan,noun,fireplace,,,https://en.wiktionary.org/wiki/sun-adan,wiktionary,
sundang,sundang,noun,(Philippines) A kind of dagger or short machete.,,,https://en.wiktionary.org/wiki/sundang,wiktionary,
sunlog,sunlog,noun,tease,,,https://en.wiktionary.org/wiki/sunlog,wiktionary,
sungay,sungay,noun,horn,,,https://en.wiktionary.org/wiki/sungay,wiktionary,
suyak,suyak,noun,slashed tire,,,https://en.wiktionary.org/wiki/suyak,wiktionary,
taas,taas,noun,plural of taa,,,https://en.wiktionary.org/wiki/taas,wiktionary,
tagiposoon,tagiposoon,noun,heart,,,https://en.wiktionary.org/wiki/tagiposoon,wiktionary,
tagipusoon,tagipusoon,noun,alternative form of tagiposoon,,,https://en.wiktionary.org/wiki/tagipusoon,wiktionary,
tagipusuon,tagipusuon,noun,(anatomy) heart,,,https://en.wiktionary.org/wiki/tagipusuon,wiktionary,
tagna,tagna,noun,guess; predict,,,https://en.wiktionary.org/wiki/tagna,wiktionary,
tahum,tahum,noun,"beauty, prettiness, attractiveness",,,https://en.wiktionary.org/wiki/tahum,wiktionary,
takuri,takuri,noun,kettle; teapot,,,https://en.wiktionary.org/wiki/takuri,wiktionary,
talong,talong,noun,"eggplant, aubergine",,,https://en.wiktionary.org/wiki/talong,wiktionary,
tampis,tampis,noun,"apron, skirt",,,https://en.wiktionary.org/wiki/tampis,wiktionary,
tampok,tampok,noun,elite,,,https://en.wiktionary.org/wiki/tampok,wiktionary,
tampulanga,tampulanga,noun,(botany) hibiscus,,,https://en.wiktionary.org/wiki/tampulanga,wiktionary,
tandaan,tandaan,noun,"sign, signal",,,https://en.wiktionary.org/wiki/tandaan,wiktionary,
tanhaga,tanhaga,noun,"extraordinary, marvelous, wonderful",,,https://en.wiktionary.org/wiki/tanhaga,wiktionary,
tanga,tanga,noun,"(historical) Any of various former Asian coins, including: a coin of Portuguese India worth one tenth of a rupee; a gold coin of India issued by various Muslim rulers; a silver coin of India, also issued by Muslim rulers; and a former silver coin of Tibet.",,,https://en.wiktionary.org/wiki/tanga,wiktionary,
tangis,tangis,noun,plural of tangi,,,https://en.wiktionary.org/wiki/tangis,wiktionary,
tangkugo,tangkugo,noun,(anatomy) nape,,,https://en.wiktionary.org/wiki/tangkugo,wiktionary,
tawo,tawo,noun,man; person; human being,,,https://en.wiktionary.org/wiki/tawo,wiktionary,
taya,taya,noun,bet; wager,,,https://en.wiktionary.org/wiki/taya,wiktionary,
tayobong,tayobong,noun,starch,,,https://en.wiktionary.org/wiki/tayobong,wiktionary,
telepono,telepono,noun,telephone,,,https://en.wiktionary.org/wiki/telepono,wiktionary,
teolohia,teolohia,noun,theology,,,https://en.wiktionary.org/wiki/teolohia,wiktionary,
tesorero,tesorero,noun,treasurer,,,https://en.wiktionary.org/wiki/tesorero,wiktionary,
tibakla,tibakla,noun,grasshopper,,,https://en.wiktionary.org/wiki/tibakla,wiktionary,
tigilinit,tigilinit,noun,summer,,,https://en.wiktionary.org/wiki/tigilinit,wiktionary,
tiil,tiil,noun,"a foot, in its senses as (anatomy) a human foot (zoology) any equivalent body part of an animal",,,https://en.wiktionary.org/wiki/tiil,wiktionary,
tiilan,tiilan,noun,the lower part of,,,https://en.wiktionary.org/wiki/tiilan,wiktionary,
tiki,tiki,noun,"Carved talisman in humanoid form, common to the cultures of the Pacific Ocean.",,,https://en.wiktionary.org/wiki/tiki,wiktionary,
tikling,tikling,noun,a rail; any member of the family Rallidae,,,https://en.wiktionary.org/wiki/tikling,wiktionary,
tikoy,tikoy,noun,nian gao (a Chinese New Year cake made of glutinous rice flour),,,https://en.wiktionary.org/wiki/tikoy,wiktionary,
tililawan,tililawan,noun,"test, trial",,,https://en.wiktionary.org/wiki/tililawan,wiktionary,
timaan,timaan,noun,symbol,,,https://en.wiktionary.org/wiki/timaan,wiktionary,
timawa,timawa,noun,impoverished,,,https://en.wiktionary.org/wiki/timawa,wiktionary,
timbangan,timbangan,noun,scale (device used to measure mass or weight),,,https://en.wiktionary.org/wiki/timbangan,wiktionary,
tindak,tindak,noun,kick,,,https://en.wiktionary.org/wiki/tindak,wiktionary,
tingulan,tingulan,noun,rainy season; wet season; monsoon season,,,https://en.wiktionary.org/wiki/tingulan,wiktionary,
tiyan,tiyan,noun,"(anatomy) belly, abdomen",,,https://en.wiktionary.org/wiki/tiyan,wiktionary,
toktok,toktok,noun,to knock,,,https://en.wiktionary.org/wiki/toktok,wiktionary,
tornilyo,tornilyo,noun,"screw, bolt",,,https://en.wiktionary.org/wiki/tornilyo,wiktionary,
toro,toro,noun,A traditional Japanese lantern.,,,https://en.wiktionary.org/wiki/toro,wiktionary,
tubig,tubig,noun,water,,,https://en.wiktionary.org/wiki/tubig,wiktionary,
tudlo,tudlo,noun,(anatomy) finger,,,https://en.wiktionary.org/wiki/tudlo,wiktionary,
tudlo sang dalaga,tudlo sang dalaga,noun,a type of banana,,,https://en.wiktionary.org/wiki/tudlo_sang_dalaga,wiktionary,
tuhod,tuhod,noun,(anatomy) knee,,,https://en.wiktionary.org/wiki/tuhod,wiktionary,
tuig,tuig,noun,year,,,https://en.wiktionary.org/wiki/tuig,wiktionary,
tuko,tuko,noun,gecko,,,https://en.wiktionary.org/wiki/tuko,wiktionary,
tul-an,tul-an,noun,bone,,,https://en.wiktionary.org/wiki/tul-an,wiktionary,
tulug,tulug,noun,to sleep,,,https://en.wiktionary.org/wiki/tulug,wiktionary,
tunok,tunok,noun,(botany) thorn,,,https://en.wiktionary.org/wiki/tunok,wiktionary,
ugangan,ugangan,noun,parent-in-law,,,https://en.wiktionary.org/wiki/ugangan,wiktionary,
ugtu,ugtu,noun,noon,,,https://en.wiktionary.org/wiki/ugtu,wiktionary,
uhaw,uhaw,noun,thirsty Coordinate term: gutom,,,https://en.wiktionary.org/wiki/uhaw,wiktionary,
ulan,ulan,noun,Alternative form of uhlan.,,,https://en.wiktionary.org/wiki/ulan,wiktionary,
ulo,ulo,noun,(anatomy) head,,,https://en.wiktionary.org/wiki/ulo,wiktionary,
ulod,ulod,noun,worm,,,https://en.wiktionary.org/wiki/ulod,wiktionary,
unsa,unsa,noun,(interrogative) what Nag-unsa ka? ― What are you doing? Unsa ang imong kinahanglan? ― What do you need?,,,https://en.wiktionary.org/wiki/unsa,wiktionary,
upod,upod,noun,"too, also, as well as",,,https://en.wiktionary.org/wiki/upod,wiktionary,
urang,urang,noun,rain,,,https://en.wiktionary.org/wiki/urang,wiktionary,
urok,urok,noun,dimple,,,https://en.wiktionary.org/wiki/urok,wiktionary,
utak,utak,noun,(anatomy) brain,,,https://en.wiktionary.org/wiki/utak,wiktionary,
utang,utang,noun,debt,,,https://en.wiktionary.org/wiki/utang,wiktionary,
utod,utod,noun,to cut,,,https://en.wiktionary.org/wiki/utod,wiktionary,
utok,utok,noun,brain,,,https://en.wiktionary.org/wiki/utok,wiktionary,
utud,utud,noun,something cut off or broken off,,,https://en.wiktionary.org/wiki/utud,wiktionary,
uyang,uyang,noun,grandmother,,,https://en.wiktionary.org/wiki/uyang,wiktionary,
wala,wala,noun,Alternative spelling of wallah.,,,https://en.wiktionary.org/wiki/wala,wiktionary,
wasay,wasay,noun,an axe,,,https://en.wiktionary.org/wiki/wasay,wiktionary,
wayang,wayang,noun,"Traditional Indonesian arts performance (shadow puppetry, theatrical, dance, etc.) originating from Java island.",,,https://en.wiktionary.org/wiki/wayang,wiktionary,
yahong,yahong,noun,a soup bowl,,,https://en.wiktionary.org/wiki/yahong,wiktionary,
yawa,yawa,noun,(theology) devil,,,https://en.wiktionary.org/wiki/yawa,wiktionary,
anum,anum,noun,(Twi) five,,,https://en.wiktionary.org/wiki/anum,wiktionary,
apat,apat,noun,four,,,https://en.wiktionary.org/wiki/apat,wiktionary,
duha,duha,noun,two,,,https://en.wiktionary.org/wiki/duha,wiktionary,
gatus,gatus,noun,hundred,,,https://en.wiktionary.org/wiki/gatus,wiktionary,
kalim-an,kalim-an,noun,fifty,,,https://en.wiktionary.org/wiki/kalim-an,wiktionary,
kaluhaan,kaluhaan,noun,twenty,,,https://en.wiktionary.org/wiki/kaluhaan,wiktionary,
kan-uman,kan-uman,noun,sixty,,,https://en.wiktionary.org/wiki/kan-uman,wiktionary,
kap-atan,kap-atan,noun,forty,,,https://en.wiktionary.org/wiki/kap-atan,wiktionary,
kasiyaman,kasiyaman,noun,ninety,,,https://en.wiktionary.org/wiki/kasiyaman,wiktionary,
libo,libo,noun,thousand,,,https://en.wiktionary.org/wiki/libo,wiktionary,
napulo,napulo,noun,ten; 10,,,https://en.wiktionary.org/wiki/napulo,wiktionary,
napulo'g anum,napulo'g anum,noun,sixteen,,,https://en.wiktionary.org/wiki/napulo%27g_anum,wiktionary,
napulo'g apat,napulo'g apat,noun,fourteen,,,https://en.wiktionary.org/wiki/napulo%27g_apat,wiktionary,
napulo'g duha,napulo'g duha,noun,"Deprecated, pre-2014 spelling of napulog duha.",,,https://en.wiktionary.org/wiki/napulo%27g_duha,wiktionary,
napulo'g isa,napulo'g isa,noun,eleven,,,https://en.wiktionary.org/wiki/napulo%27g_isa,wiktionary,
napulo'g lima,napulo'g lima,noun,"Deprecated, pre-2014 spelling of napulog lima.",,,https://en.wiktionary.org/wiki/napulo%27g_lima,wiktionary,
napulo'g pito,napulo'g pito,noun,"Deprecated, pre-2014 spelling of napulog pito.",,,https://en.wiktionary.org/wiki/napulo%27g_pito,wiktionary,
napulo'g siyam,napulo'g siyam,noun,"Deprecated, pre-2014 spelling of napulog siyam.",,,https://en.wiktionary.org/wiki/napulo%27g_siyam,wiktionary,
napulo'g tatlo,napulo'g tatlo,noun,thirteen,,,https://en.wiktionary.org/wiki/napulo%27g_tatlo,wiktionary,
napulo'g walo,napulo'g walo,noun,"Deprecated, pre-2014 spelling of napulog walo.",,,https://en.wiktionary.org/wiki/napulo%27g_walo,wiktionary,
siyam,siyam,noun,nine,,,https://en.wiktionary.org/wiki/siyam,wiktionary,
tatlo,tatlo,noun,three,,,https://en.wiktionary.org/wiki/tatlo,wiktionary,
walo,walo,noun,eight,,,https://en.wiktionary.org/wiki/walo,wiktionary,
halong,halong,phrase,to handle with care,,,https://en.wiktionary.org/wiki/halong,wiktionary,
bago,bago,phrase,"new (recently made or introduced) Antonyms: luma, daan",,,https://en.wiktionary.org/wiki/bago,wiktionary,
buot,buot,phrase,to rub,,,https://en.wiktionary.org/wiki/buot,wiktionary,
sulud,sulud,phrase,nominative plural of sulg,,,https://en.wiktionary.org/wiki/sulud,wiktionary,
adto,adto,pronoun,to go there (to a place far from both the speaker and listener),,,https://en.wiktionary.org/wiki/adto,wiktionary,
aton,aton,pronoun,us,,,https://en.wiktionary.org/wiki/aton,wiktionary,
daya,daya,pronoun,(anatomy) blood,,,https://en.wiktionary.org/wiki/daya,wiktionary,
ikaw,ikaw,pronoun,you,,,https://en.wiktionary.org/wiki/ikaw,wiktionary,
ini,ini,pronoun,"(Balakan, Qakh, Sheki, Zaqatala) husband's brother",,,https://en.wiktionary.org/wiki/ini,wiktionary,
kami,kami,pronoun,"(religion, Shinto) An animistic god or spirit in the Shinto religion of Japan.",,,https://en.wiktionary.org/wiki/kami,wiktionary,
kamo,kamo,pronoun,(in the plural) you,,,https://en.wiktionary.org/wiki/kamo,wiktionary,
kita,kita,pronoun,we (inclusive),,,https://en.wiktionary.org/wiki/kita,wiktionary,
sila,sila,pronoun,cross-legged seating position,,,https://en.wiktionary.org/wiki/sila,wiktionary,
sin-o,sin-o,pronoun,who,,,https://en.wiktionary.org/wiki/sin-o,wiktionary,
siya,siya,pronoun,alternative form of siella,,,https://en.wiktionary.org/wiki/siya,wiktionary,
yari,yari,pronoun,(weaponry) Any of various sizes of spear used in Japanese martial arts.,,,https://en.wiktionary.org/wiki/yari,wiktionary,
ab-ab,ab-ab,verb,to eat,,,https://en.wiktionary.org/wiki/ab-ab,wiktionary,
abaga,abaga,verb,(anatomy) shoulder,,,https://en.wiktionary.org/wiki/abaga,wiktionary,
abak,abak,verb,abacus,,,https://en.wiktionary.org/wiki/abak,wiktionary,
abak-abak,abak-abak,verb,diminutive of ábak,,,https://en.wiktionary.org/wiki/abak-abak,wiktionary,
aban,aban,verb,one,,,https://en.wiktionary.org/wiki/aban,wiktionary,
abaniko,abaniko,verb,hand fan,,,https://en.wiktionary.org/wiki/abaniko,wiktionary,
abang,abang,verb,window (opening for light and air),,,https://en.wiktionary.org/wiki/abang,wiktionary,
abang-abang,abang-abang,verb,"midnight horror (Oroxylum indicum, a tree where its leaves are used as a plaster in treating boils and other swollen body parts)",,,https://en.wiktionary.org/wiki/abang-abang,wiktionary,
abat,abat,verb,abbot (superior of an abbey),,,https://en.wiktionary.org/wiki/abat,wiktionary,
abat-abat,abat-abat,verb,diminutive of ábat,,,https://en.wiktionary.org/wiki/abat-abat,wiktionary,
abay,abay,verb,(obsolete) Barking or baying of dogs at their prey. [Attested from around (1150 to 1350) until the late 17th century.][1],,,https://en.wiktionary.org/wiki/abay,wiktionary,
abay-abay,abay-abay,verb,diminutive of abáy,,,https://en.wiktionary.org/wiki/abay-abay,wiktionary,
abi-abi,abi-abi,verb,greeting; salutation,,,https://en.wiktionary.org/wiki/abi-abi,wiktionary,
abian,abian,verb,"underway, running",,,https://en.wiktionary.org/wiki/abian,wiktionary,
abiar,abiar,verb,to invite,,,https://en.wiktionary.org/wiki/abiar,wiktionary,
abibar,abibar,verb,"to urge, encourage, rouse",,,https://en.wiktionary.org/wiki/abibar,wiktionary,
abiog,abiog,verb,"to move to and fro, to swing or rock",,,https://en.wiktionary.org/wiki/abiog,wiktionary,
abisar,abisar,verb,"to advise, inform, notify",,,https://en.wiktionary.org/wiki/abisar,wiktionary,
abiso,abiso,verb,advisory; announcement; notice; warning,,,https://en.wiktionary.org/wiki/abiso,wiktionary,
ablang,ablang,verb,"breadth, width",,,https://en.wiktionary.org/wiki/ablang,wiktionary,
ablay,ablay,verb,shawl,,,https://en.wiktionary.org/wiki/ablay,wiktionary,
abo-abo,abo-abo,verb,"the color of ash, ashen",,,https://en.wiktionary.org/wiki/abo-abo,wiktionary,
abonar,abonar,verb,"to accredit, to make (someone) appear good",,,https://en.wiktionary.org/wiki/abonar,wiktionary,
aboy,aboy,verb,spouse,,,https://en.wiktionary.org/wiki/aboy,wiktionary,
abrasita,abrasita,verb,hug,,,https://en.wiktionary.org/wiki/abrasita,wiktionary,
abraso,abraso,verb,first-person singular present indicative of abrasar,,,https://en.wiktionary.org/wiki/abraso,wiktionary,
abri,abri,verb,(geology) a shelter; a cavity in a hillside; a shelter on the side of hill with an overhung rock as its roof[1] [First attested in the early 19th century.][2],,,https://en.wiktionary.org/wiki/abri,wiktionary,
abrisita,abrisita,verb,alternative spelling of abrasíta,,,https://en.wiktionary.org/wiki/abrisita,wiktionary,
abtan,abtan,verb,arrive,,,https://en.wiktionary.org/wiki/abtan,wiktionary,
abud,abud,verb,(rare) budding,,,https://en.wiktionary.org/wiki/abud,wiktionary,
abukay,abukay,verb,red-vented cockatoo (Cacatua haematuropygia),,,https://en.wiktionary.org/wiki/abukay,wiktionary,
abung,abung,verb,to intercept; to stop; to catch,,,https://en.wiktionary.org/wiki/abung,wiktionary,
abusar,abusar,verb,"(intransitive, abusar de) to abuse (use improperly)",,,https://en.wiktionary.org/wiki/abusar,wiktionary,
abuso,abuso,verb,abuse,,,https://en.wiktionary.org/wiki/abuso,wiktionary,
abut,abut,verb,"(intransitive) To touch by means of a mutual border, edge or end; to border on; to lie adjacent (to); to be contiguous (said of an area of land) [First attested around 1350 to 1470.][3] It was a time when Germany still abutted upon Russia. His land abuts on the road.",,,https://en.wiktionary.org/wiki/abut,wiktionary,
abut-abut,abut-abut,verb,frequentative of abút,,,https://en.wiktionary.org/wiki/abut-abut,wiktionary,
abwa,abwa,verb,make,,,https://en.wiktionary.org/wiki/abwa,wiktionary,
abyog,abyog,verb,"to swing, oscillate",,,https://en.wiktionary.org/wiki/abyog,wiktionary,
adorno,adorno,verb,"A clay ornament attached to a piece of pottery, usually at the rim.",,,https://en.wiktionary.org/wiki/adorno,wiktionary,
agao,agao,verb,to seize or take by force,,,https://en.wiktionary.org/wiki/agao,wiktionary,
agda,agda,verb,to invite,,,https://en.wiktionary.org/wiki/agda,wiktionary,
agwanta,agwanta,verb,to endure; to put up with; to tolerate,,,https://en.wiktionary.org/wiki/agwanta,wiktionary,
akal-akal,akal-akal,verb,to bubble or seethe,,,https://en.wiktionary.org/wiki/akal-akal,wiktionary,
alagad,alagad,verb,but; however; yet,,,https://en.wiktionary.org/wiki/alagad,wiktionary,
alamilaw,alamilaw,verb,to doze,,,https://en.wiktionary.org/wiki/alamilaw,wiktionary,
alinga,alinga,verb,to watch; to see over; to supervise,,,https://en.wiktionary.org/wiki/alinga,wiktionary,
alipasa,alipasa,verb,"hurry, rush",,,https://en.wiktionary.org/wiki/alipasa,wiktionary,
almoranas,almoranas,verb,(pathology) hemorrhoid,,,https://en.wiktionary.org/wiki/almoranas,wiktionary,
amba,amba,verb,"A characteristic landform in Ethiopia: a steep-sided, flat-topped mountain, often the site of a settlement.",,,https://en.wiktionary.org/wiki/amba,wiktionary,
amoma,amoma,verb,"regale, treat with food and drink",,,https://en.wiktionary.org/wiki/amoma,wiktionary,
ampo,ampo,verb,A Javan snack food consisting of thin sticks of baked earth.,,,https://en.wiktionary.org/wiki/ampo,wiktionary,
anad,anad,verb,accustomed to; skilled at; expert in,,,https://en.wiktionary.org/wiki/anad,wiktionary,
anila,anila,verb,beehive,,,https://en.wiktionary.org/wiki/anila,wiktionary,
aninaw,aninaw,verb,to observe carefully,,,https://en.wiktionary.org/wiki/aninaw,wiktionary,
ankla,ankla,verb,anchor,,,https://en.wiktionary.org/wiki/ankla,wiktionary,
angkab,angkab,verb,a take a bite,,,https://en.wiktionary.org/wiki/angkab,wiktionary,
arado,arado,verb,plow/plough,,,https://en.wiktionary.org/wiki/arado,wiktionary,
asin,asin,verb,salt,,,https://en.wiktionary.org/wiki/asin,wiktionary,
aslum,aslum,verb,sourness,,,https://en.wiktionary.org/wiki/aslum,wiktionary,
aspalto,aspalto,verb,asphalt,,,https://en.wiktionary.org/wiki/aspalto,wiktionary,
athag,athag,verb,"clear, distinct",,,https://en.wiktionary.org/wiki/athag,wiktionary,
atubang,atubang,verb,manner of facing on a position,,,https://en.wiktionary.org/wiki/atubang,wiktionary,
awat,awat,verb,Manila hemp (fiber of an abaca),,,https://en.wiktionary.org/wiki/awat,wiktionary,
ayag,ayag,verb,sift,,,https://en.wiktionary.org/wiki/ayag,wiktionary,
ayo,ayo,verb,(slang) A greeting.,,,https://en.wiktionary.org/wiki/ayo,wiktionary,
baak,baak,verb,crevice,,,https://en.wiktionary.org/wiki/baak,wiktionary,
baas,baas,verb,"(South Africa) An employer, a boss (frequently used as a form of address).",,,https://en.wiktionary.org/wiki/baas,wiktionary,
badlak,badlak,verb,"beam, dazzle, sparkle",,,https://en.wiktionary.org/wiki/badlak,wiktionary,
bahon,bahon,verb,sneeze,,,https://en.wiktionary.org/wiki/bahon,wiktionary,
bahoy,bahoy,verb,"witch, sorceress",,,https://en.wiktionary.org/wiki/bahoy,wiktionary,
bailo,bailo,verb,(historical) title of the Venetian envoy to particularly the Sublime Porte,,,https://en.wiktionary.org/wiki/bailo,wiktionary,
bais,bais,verb,plural of bai,,,https://en.wiktionary.org/wiki/bais,wiktionary,
bakal,bakal,verb,male kid (baby goat),,,https://en.wiktionary.org/wiki/bakal,wiktionary,
balatian,balatian,verb,feeling; sensitivity,,,https://en.wiktionary.org/wiki/balatian,wiktionary,
baleu,baleu,verb,to change; to transform; to transmogrify,,,https://en.wiktionary.org/wiki/baleu,wiktionary,
balhag,balhag,verb,"printed, published",,,https://en.wiktionary.org/wiki/balhag,wiktionary,
balhas,balhas,verb,sweat,,,https://en.wiktionary.org/wiki/balhas,wiktionary,
balhin,balhin,verb,"alter, change, transform",,,https://en.wiktionary.org/wiki/balhin,wiktionary,
bali,bali,verb,offering,,,https://en.wiktionary.org/wiki/bali,wiktionary,
balibad,balibad,verb,to refuse,,,https://en.wiktionary.org/wiki/balibad,wiktionary,
baligya,baligya,verb,"goods, merchandise",,,https://en.wiktionary.org/wiki/baligya,wiktionary,
balita,balita,verb,news,,,https://en.wiktionary.org/wiki/balita,wiktionary,
balo,balo,verb,"ruining, spoiling, destruction",,,https://en.wiktionary.org/wiki/balo,wiktionary,
banta,banta,verb,to warn someone not to do something,,,https://en.wiktionary.org/wiki/banta,wiktionary,
bantay,bantay,verb,attendant,,,https://en.wiktionary.org/wiki/bantay,wiktionary,
banga,banga,verb,five,,,https://en.wiktionary.org/wiki/banga,wiktionary,
bangis,bangis,verb,violence; cruelty,,,https://en.wiktionary.org/wiki/bangis,wiktionary,
bangon,bangon,verb,to get up,,,https://en.wiktionary.org/wiki/bangon,wiktionary,
bangot,bangot,verb,"bind, tie",,,https://en.wiktionary.org/wiki/bangot,wiktionary,
barit,barit,verb,to sharpen,,,https://en.wiktionary.org/wiki/barit,wiktionary,
bas-on,bas-on,verb,"to be damp, or wet",,,https://en.wiktionary.org/wiki/bas-on,wiktionary,
basa,basa,verb,The catfish Pangasius bocourti.,,,https://en.wiktionary.org/wiki/basa,wiktionary,
basa-basa,basa-basa,verb,to leaf through; to peruse; to skim,,,https://en.wiktionary.org/wiki/basa-basa,wiktionary,
basol,basol,verb,blame; reproach,,,https://en.wiktionary.org/wiki/basol,wiktionary,
bata,bata,verb,"A ceremonial double-headed drum played in triplet in the religion of santería, especially in Cuba and Puerto Rico, originally from the Yoruba of Nigeria. 1990 October 28, Paul Simon, “The Rhythm of the Saints”, in The Coast, Warner Bros.:Two guitars, bata, bass drum and tambourine.",,,https://en.wiktionary.org/wiki/bata,wiktionary,
bati,bati,verb,"Alternative form of batty (“buttocks, anus; homosexual man”).",,,https://en.wiktionary.org/wiki/bati,wiktionary,
bato,bato,verb,stone,,,https://en.wiktionary.org/wiki/bato,wiktionary,
batok,batok,verb,bark (loud utterance by a dog),,,https://en.wiktionary.org/wiki/batok,wiktionary,
baton,baton,verb,"A staff or truncheon, used for various purposes.",,,https://en.wiktionary.org/wiki/baton,wiktionary,
bawi,bawi,verb,woman,,,https://en.wiktionary.org/wiki/bawi,wiktionary,
bayaw,bayaw,verb,brother-in-law,,,https://en.wiktionary.org/wiki/bayaw,wiktionary,
baylo,baylo,verb,"change, exchange, replace",,,https://en.wiktionary.org/wiki/baylo,wiktionary,
bendisyon,bendisyon,verb,"benediction, blessing",,,https://en.wiktionary.org/wiki/bendisyon,wiktionary,
bendita,bendita,verb,holy water,,,https://en.wiktionary.org/wiki/bendita,wiktionary,
bihag,bihag,verb,captive (one who has been captured),,,https://en.wiktionary.org/wiki/bihag,wiktionary,
bika,bika,verb,to spread one's legs,,,https://en.wiktionary.org/wiki/bika,wiktionary,
bilanggo,bilanggo,verb,to imprison; to jail,,,https://en.wiktionary.org/wiki/bilanggo,wiktionary,
bilid,bilid,verb,mountain,,,https://en.wiktionary.org/wiki/bilid,wiktionary,
bilin,bilin,verb,(biochemistry) Any of various biological pigments formed in many organisms as a metabolic product of certain porphyrins.,,,https://en.wiktionary.org/wiki/bilin,wiktionary,
bilwa,bilwa,verb,Alternative form of vilwa.,,,https://en.wiktionary.org/wiki/bilwa,wiktionary,
bino,bino,verb,(physics) The superpartner of the gauge boson corresponding to weak hypercharge. The W and Z bosons are electroweakinos: winos and binos.,,,https://en.wiktionary.org/wiki/bino,wiktionary,
bisyo,bisyo,verb,"bad, wicked, naughty, disobedient",,,https://en.wiktionary.org/wiki/bisyo,wiktionary,
bitas,bitas,verb,to rip; to tear apart,,,https://en.wiktionary.org/wiki/bitas,wiktionary,
